83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
83,83,83,83,83,73,83,83,83,83,83,83,83,83,83,83,83,83,83,83
83,83,83,61,83,83,73,83,83,83,83,83,83,83,83,83,83,83,83,83
83,83,83,83,72,73,83,73,83,73,83,83,83,83,83,83,83,83,83,83
83,83,83,83,83,83,73,73,73,83,83,83,83,83,83,83,83,83,83,83
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
83,83,83,83,83,83,83,83,83,83,83,83,83,83,72,83,83,83,83,83
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
